"h","doy","hod","out_T","out_RH","gal_T","gal_RH","case_T","case_RH","hvac","gal_M_fix","case_M_fix","gal_M_pkg","gal_LIM","case_LIM","gal_DP"
880,188,15,36.07,68.09,24.03,56.77,25,69.19,1,0.4396,0,0.9083,74.66,74.51,14.92
881,188,16,35.39,70.12,24,55.84,24.8,69.05,1,0.4396,0,0.9083,74.66,74.53,14.64
882,188,17,34.39,69,24.77,56.76,24.79,68.91,0,0.4396,0,0.9083,74.54,74.53,15.61
883,188,18,33.41,71.83,25.35,57.64,24.9,68.78,0,0.4396,0,0.9083,74.46,74.52,16.39
884,188,19,31.49,77.84,25.71,58.8,25.06,68.67,0,0.4396,0,0.9083,74.41,74.5,17.04
885,188,20,31.57,78.89,26.11,60.08,25.27,68.58,0,0.4396,0,0.9083,74.37,74.47,17.76
886,188,21,30.93,80.05,26.43,61.48,25.5,68.5,0,0.4396,0,0.9083,74.34,74.44,18.43
887,188,22,31.08,83.7,26.65,63.32,25.73,68.44,0,0.4396,0,0.9083,74.32,74.41,19.11
888,188,23,31.15,87.54,26.87,65.08,25.96,68.4,0,0.4396,0,0.9083,74.3,74.38,19.76
889,189,0,29.3,93.84,27.01,66.62,26.17,68.38,0,0.4396,0,0.9083,74.28,74.36,20.27
890,189,1,28.82,95.71,27.13,68.97,26.36,68.39,0,0.4396,0,0.9083,74.27,74.34,20.94
891,189,2,27.39,98,27.17,70.7,26.52,68.42,0,0.4396,0,0.9083,74.27,74.33,21.38
892,189,3,25.71,98,26.97,73.03,26.61,68.47,0,0.4396,0,0.9083,74.29,74.32,21.72
893,189,4,27.8,98,26.88,74.57,26.66,68.54,0,0.4396,0,0.9083,74.29,74.31,21.98
894,189,5,29.31,98,26.99,75.72,26.73,68.62,0,0.4396,0,0.9083,74.29,74.31,22.34
895,189,6,29.05,98,27.11,77.19,26.8,68.71,0,0.4396,0,0.9083,74.28,74.3,22.77
896,189,7,28.12,98,27.04,79.13,26.85,68.83,0,0.4396,0,0.9083,74.28,74.3,23.11
897,189,8,28.39,96.84,27.06,80.43,26.89,68.96,0,0.429,0,0.9083,74.28,74.29,23.4
898,189,9,30.14,95.24,25.35,71.44,26.58,68.98,1,0.4276,0,0.9083,74.46,74.32,19.81
899,189,10,30.54,95.81,24.58,65.94,26.18,68.95,1,0.4263,0,0.9083,74.57,74.36,17.8
900,189,11,30.58,94.46,24.33,61.82,25.81,68.87,1,0.425,0,0.9083,74.61,74.4,16.54
901,189,12,31.6,90.05,24.17,59.41,25.48,68.76,1,0.4236,0,0.9083,74.63,74.44,15.76
902,189,13,30.9,93.71,24.09,58.3,25.2,68.65,1,0.4223,0,0.9083,74.64,74.48,15.4
903,189,14,33.45,84,24.08,57.05,24.98,68.52,1,0.421,0,0.9083,74.65,74.51,15.05
904,189,15,33.06,81.45,23.97,56.36,24.78,68.38,1,0.421,0,0.9083,74.66,74.54,14.76
905,189,16,33.05,82.79,23.98,56.3,24.62,68.25,1,0.421,0,0.9083,74.66,74.56,14.75
906,189,17,31.39,81.05,24.5,58.01,24.6,68.14,0,0.421,0,0.9083,74.58,74.56,15.7
907,189,18,28.14,89.96,24.66,60.3,24.61,68.05,0,0.421,0,0.9083,74.55,74.56,16.46
908,189,19,29.39,81.32,24.89,61.63,24.66,67.98,0,0.421,0,0.9083,74.52,74.55,17.02
909,189,20,27.87,83.92,25.07,63.32,24.75,67.93,0,0.421,0,0.9083,74.5,74.54,17.61
910,189,21,28.67,86.02,25.29,65.06,24.85,67.89,0,0.421,0,0.9083,74.47,74.53,18.25
911,189,22,28.45,93.38,25.41,66.7,24.97,67.88,0,0.421,0,0.9083,74.45,74.51,18.77
912,189,23,27.19,97.53,25.42,68.39,25.06,67.89,0,0.421,0,0.9083,74.45,74.5,19.18
913,190,0,27,96.34,25.42,70.22,25.13,67.91,0,0.421,0,0.9083,74.45,74.49,19.61
914,190,1,26.11,98,25.33,71.67,25.17,67.95,0,0.421,0,0.9083,74.46,74.48,19.85
915,190,2,26.41,98,25.28,73.35,25.19,68.01,0,0.421,0,0.9083,74.47,74.48,20.17
916,190,3,26,98,25.19,74.65,25.19,68.09,0,0.421,0,0.9083,74.48,74.48,20.37
917,190,4,26.16,96.53,25.19,76.46,25.19,68.18,0,0.421,0,0.9083,74.48,74.48,20.76
918,190,5,26.16,96.59,25.17,78.41,25.19,68.29,0,0.421,0,0.9083,74.48,74.48,21.15
919,190,6,25.8,89.93,25.12,79.28,25.18,68.42,0,0.421,0,0.9083,74.49,74.48,21.28
920,190,7,26.95,86.51,25.1,80.3,25.16,68.55,0,0.3897,0,0.9083,74.49,74.48,21.47
921,190,8,28.57,85.77,25.32,81.17,25.19,68.69,0,0.394,0,0.9083,74.46,74.48,21.86
922,190,9,30.42,82.79,24.59,71.95,25.07,68.73,1,0.3926,0,0.9083,74.56,74.49,19.19
923,190,10,29.37,92.42,24.27,65.86,24.91,68.69,1,0.3913,0,0.9083,74.61,74.52,17.48
924,190,11,31.13,80.81,24.09,62.43,24.75,68.62,1,0.39,0,0.9083,74.64,74.54,16.47
925,190,12,32.34,78.31,23.98,59.77,24.59,68.53,1,0.3886,0,0.9083,74.66,74.56,15.68
926,190,13,32.95,75.32,23.96,58.38,24.47,68.41,1,0.3873,0,0.9083,74.67,74.58,15.29
927,190,14,34.19,71.39,24.01,57.28,24.37,68.29,1,0.386,0,0.9083,74.66,74.6,15.04
928,190,15,34.64,71.78,24.01,56.42,24.3,68.16,1,0.386,0,0.9083,74.66,74.61,14.81
929,190,16,35.05,70.24,24,55.76,24.24,68.02,1,0.386,0,0.9083,74.66,74.62,14.62
930,190,17,33.85,71.42,24.68,56.66,24.33,67.89,0,0.386,0,0.9083,74.55,74.61,15.5
931,190,18,33.11,67.54,25.26,57.69,24.52,67.78,0,0.386,0,0.9083,74.47,74.58,16.33
932,190,19,31.98,73.41,25.79,58.76,24.77,67.68,0,0.386,0,0.9083,74.4,74.54,17.11
933,190,20,31.22,74.79,26.2,59.86,25.06,67.59,0,0.386,0,0.9083,74.36,74.5,17.79
934,190,21,31.56,77.56,26.53,61.21,25.35,67.52,0,0.386,0,0.9083,74.33,74.46,18.45
935,190,22,31.53,80.14,26.83,62.57,25.65,67.47,0,0.386,0,0.9083,74.3,74.42,19.09
936,190,23,31.61,84.45,26.97,64,25.91,67.43,0,0.386,0,0.9083,74.29,74.39,19.58
937,191,0,31.19,86.01,27.29,65.96,26.19,67.41,0,0.386,0,0.9083,74.26,74.36,20.37
938,191,1,29.62,87.21,27.42,67.58,26.43,67.41,0,0.386,0,0.9083,74.25,74.33,20.9
939,191,2,29.68,89.46,27.56,69.13,26.66,67.43,0,0.386,0,0.9083,74.24,74.31,21.39
940,191,3,28.69,90.28,27.51,70.77,26.83,67.47,0,0.386,0,0.9083,74.25,74.3,21.73
941,191,4,27.88,90.97,27.44,72.35,26.95,67.52,0,0.386,0,0.9083,74.25,74.29,22.03
942,191,5,28.93,90.39,27.5,73.95,27.06,67.6,0,0.386,0,0.9083,74.25,74.28,22.43
943,191,6,28.55,86.67,27.51,74.48,27.15,67.67,0,0.386,0,0.9083,74.25,74.27,22.56
944,191,7,31.72,87.22,27.78,75.26,27.28,67.76,0,0.386,0,0.9083,74.23,74.26,23
945,191,8,32.55,88.37,28,76.62,27.42,67.86,0,0.386,0,0.9083,74.22,74.25,23.5
946,191,9,34.58,83.77,25.82,69.16,27.1,67.87,1,0.3853,0,0.9083,74.4,74.28,19.74
947,191,10,35.35,83.21,24.72,64.45,26.63,67.83,1,0.3846,0,0.9083,74.54,74.32,17.57
948,191,11,36.54,77.13,24.33,61.42,26.17,67.76,1,0.384,0,0.9083,74.61,74.36,16.44
949,191,12,36.82,75.72,24.15,59.43,25.76,67.67,1,0.3833,0,0.9083,74.63,74.41,15.75
950,191,13,37.39,76.79,24.11,57.71,25.43,67.56,1,0.3826,0,0.9083,74.64,74.45,15.25
951,191,14,36.71,77.02,23.98,56.7,25.14,67.44,1,0.382,0,0.9083,74.66,74.49,14.86
952,191,15,36.72,77.87,24.02,56.32,24.92,67.31,1,0.3813,0,0.9083,74.66,74.52,14.79
953,191,16,36.19,81.4,24.03,56.56,24.74,67.19,1,0.3806,0,0.9083,74.65,74.54,14.87
954,191,17,37.22,82.69,25.05,58.44,24.8,67.1,0,0.38,0,0.9083,74.5,74.53,16.33
955,191,18,36.65,82.94,25.89,60.42,25.02,67.02,0,0.3793,0,0.9083,74.39,74.5,17.64
956,191,19,35.64,84.2,26.56,61.78,25.33,66.96,0,0.3786,0,0.9083,74.32,74.46,18.63
957,191,20,35.07,82.85,27.11,62.72,25.68,66.92,0,0.378,0,0.9083,74.28,74.42,19.39
958,191,21,35.43,88.32,27.8,64.13,26.11,66.89,0,0.3773,0,0.9083,74.23,74.37,20.4
959,191,22,33.94,89.2,28.16,65.63,26.52,66.87,0,0.3766,0,0.9083,74.21,74.33,21.12
960,191,23,31.26,91.44,28.3,67.26,26.87,66.88,0,0.376,0,0.9083,74.2,74.29,21.65
961,192,0,32.19,94.06,28.43,69.26,27.19,66.9,0,0.3753,0,0.9083,74.2,74.27,22.26
962,192,1,31.2,98,28.58,71.24,27.46,66.95,0,0.3746,0,0.9083,74.19,74.25,22.86
963,192,2,30.11,98,28.54,73.01,27.68,67.02,0,0.374,0,0.9083,74.19,74.24,23.23
964,192,3,31.02,98,28.61,74.72,27.86,67.1,0,0.3733,0,0.9083,74.19,74.22,23.68
965,192,4,30.43,96.56,28.59,76.44,28.01,67.21,0,0.3726,0,0.9083,74.19,74.22,24.04
966,192,5,29.81,96.49,28.65,77.77,28.14,67.32,0,0.372,0,0.9083,74.19,74.21,24.38
967,192,6,30.14,95.98,28.69,79.29,28.25,67.46,0,0.3713,0,0.9083,74.19,74.2,24.75
968,192,7,30.04,91.42,28.67,80.17,28.33,67.6,0,0.3524,0,0.9083,74.19,74.2,24.91
969,192,8,32.35,88.14,28.87,80.92,28.44,67.75,0,0.3563,0,0.9083,74.18,74.2,25.26
970,192,9,32.92,83.21,26.27,71.38,28.01,67.79,1,0.355,0,0.9083,74.35,74.22,20.68
971,192,10,31.84,77.9,25.02,65.75,27.41,67.76,1,0.3537,0,0.9083,74.5,74.25,18.16
972,192,11,30.73,83.52,24.44,62.39,26.81,67.71,1,0.3524,0,0.9083,74.59,74.3,16.78
973,192,12,31.74,71.75,24.23,59.99,26.3,67.62,1,0.351,0,0.9083,74.62,74.35,15.97
974,192,13,32.34,68.71,24.12,58.2,25.86,67.51,1,0.3497,0,0.9083,74.64,74.4,15.4
975,192,14,34.02,65.16,24.04,56.75,25.5,67.4,1,0.3484,0,0.9083,74.65,74.44,14.93
976,192,15,32.72,62.3,24.06,55.99,25.21,67.27,1,0.3484,0,0.9083,74.65,74.48,14.74
977,192,16,33.04,62.04,24.04,54.94,24.98,67.13,1,0.3484,0,0.9083,74.65,74.51,14.43
978,192,17,31.7,61.87,24.58,55.27,24.9,67,0,0.3484,0,0.9083,74.57,74.52,15.02
979,192,18,31.25,59.91,24.96,56,24.91,66.88,0,0.3484,0,0.9083,74.51,74.52,15.57
980,192,19,29.95,62.75,25.23,56.73,24.97,66.76,0,0.3484,0,0.9083,74.47,74.51,16.04
981,192,20,28.8,68.29,25.43,58.1,25.07,66.67,0,0.3484,0,0.9083,74.45,74.5,16.59
982,192,21,27.38,75.55,25.54,59.72,25.16,66.59,0,0.3484,0,0.9083,74.43,74.48,17.13
983,192,22,26.65,77.22,25.48,60.19,25.22,66.52,0,0.3484,0,0.9083,74.44,74.47,17.19
984,192,23,26.28,79.48,25.47,61.41,25.27,66.46,0,0.3484,0,0.9083,74.44,74.47,17.51
985,193,0,25.97,82,25.44,63.17,25.31,66.43,0,0.3484,0,0.9083,74.45,74.46,17.93
986,193,1,26.09,86.75,25.39,64.46,25.32,66.4,0,0.3484,0,0.9083,74.45,74.46,18.2
987,193,2,26.97,85.86,25.39,65.91,25.34,66.4,0,0.3484,0,0.9083,74.45,74.46,18.56
988,193,3,27.64,90.35,25.45,67.16,25.36,66.41,0,0.3484,0,0.9083,74.44,74.46,18.92
989,193,4,27.65,90.88,25.52,68.51,25.39,66.43,0,0.3484,0,0.9083,74.44,74.45,19.3
990,193,5,29.32,93.82,25.78,70.28,25.47,66.47,0,0.3484,0,0.9083,74.4,74.44,19.96
991,193,6,27.76,99,25.88,72.32,25.55,66.54,0,0.3484,0,0.9083,74.39,74.43,20.52
992,193,7,31.78,91.88,26.25,73.67,25.69,66.62,0,0.3484,0,0.9083,74.35,74.42,21.17
993,193,8,32.55,88.53,26.65,74.49,25.88,66.71,0,0.3484,0,0.9083,74.31,74.39,21.74
994,193,9,34.07,90.22,25.18,68,25.74,66.72,1,0.3477,0,0.9083,74.48,74.41,18.85
995,193,10,34.07,86.11,24.49,63.12,25.49,66.68,1,0.347,0,0.9083,74.58,74.44,17.02
996,193,11,33.35,81,24.28,60.71,25.25,66.61,1,0.3464,0,0.9083,74.61,74.47,16.2
997,193,12,33.41,80.92,24.18,58.82,25.04,66.53,1,0.3457,0,0.9083,74.63,74.5,15.61
998,193,13,33.31,78.42,24.1,57.04,24.85,66.42,1,0.345,0,0.9083,74.64,74.53,15.07
999,193,14,33.5,79.25,24.07,56.49,24.69,66.31,1,0.3444,0,0.9083,74.65,74.55,14.89
1000,193,15,33.08,79.22,23.97,55.84,24.55,66.19,1,0.3437,0,0.9083,74.67,74.57,14.61
1001,193,16,32.61,76.02,23.95,55.73,24.43,66.08,1,0.343,0,0.9083,74.67,74.59,14.56
1002,193,17,32.97,75.75,24.52,57.46,24.45,65.98,0,0.3424,0,0.9083,74.58,74.59,15.57
1003,193,18,32,77.08,25,58.96,24.56,65.9,0,0.3417,0,0.9083,74.5,74.57,16.43
1004,193,19,31.62,79.2,25.43,60.4,24.73,65.84,0,0.341,0,0.9083,74.45,74.54,17.2
1005,193,20,31.13,77.64,25.76,61.95,24.94,65.8,0,0.3404,0,0.9083,74.41,74.51,17.92
1006,193,21,29.64,78.83,25.94,62.82,25.14,65.77,0,0.3397,0,0.9083,74.39,74.49,18.31
1007,193,22,30.35,82.85,26.24,64.7,25.36,65.76,0,0.339,0,0.9083,74.35,74.46,19.07
1008,193,23,29.57,84.68,26.46,66.63,25.58,65.77,0,0.3384,0,0.9083,74.33,74.43,19.74
1009,194,0,28.69,85.69,26.53,67.61,25.77,65.79,0,0.3377,0,0.9083,74.33,74.41,20.05
1010,194,1,27.26,91.15,26.42,69.04,25.9,65.82,0,0.337,0,0.9083,74.34,74.39,20.29
1011,194,2,27,91.02,26.23,70.55,25.97,65.87,0,0.3364,0,0.9083,74.36,74.38,20.45
1012,194,3,27.13,90.39,26.22,71.77,26.02,65.94,0,0.3357,0,0.9083,74.36,74.38,20.72
1013,194,4,27.48,92.21,26.24,73.05,26.06,66.02,0,0.335,0,0.9083,74.35,74.37,21.03
1014,194,5,28.24,93.06,26.37,74.9,26.12,66.12,0,0.3344,0,0.9083,74.34,74.37,21.56
1015,194,6,28.44,91.66,26.48,75.79,26.19,66.23,0,0.3337,0,0.9083,74.33,74.36,21.86
1016,194,7,28.44,89.28,26.56,77.02,26.27,66.34,0,0.333,0,0.9083,74.32,74.35,22.2
1017,194,8,30.04,84.38,26.77,77.9,26.37,66.47,0,0.3324,0,0.9083,74.3,74.34,22.59
1018,194,9,30.87,81.94,27.02,78.47,26.5,66.61,0,0.3317,0,0.9083,74.28,74.33,22.96
1019,194,10,31.23,80.43,27.3,78.87,26.66,66.74,0,0.331,0,0.9083,74.26,74.31,23.31
1020,194,11,32.39,77.62,27.57,78.95,26.84,66.88,0,0.3304,0,0.9083,74.24,74.3,23.58
1021,194,12,32.58,79.08,27.82,79.15,27.04,67.02,0,0.3297,0,0.9083,74.23,74.28,23.88
1022,194,13,33.15,78.26,28.18,79.43,27.27,67.15,0,0.329,0,0.9083,74.21,74.26,24.29
1023,194,14,34.52,74.56,28.6,79.29,27.53,67.29,0,0.3284,0,0.9083,74.19,74.24,24.66
1024,194,15,33.84,73.24,28.83,78.57,27.79,67.41,0,0.3277,0,0.9083,74.18,74.23,24.73
1025,194,16,33.71,75.46,29.02,78.49,28.04,67.54,0,0.327,0,0.9083,74.18,74.21,24.9
1026,194,17,34.56,74.78,29.38,78.91,28.31,67.66,0,0.3264,0,0.9083,74.17,74.2,25.34
1027,194,18,32.16,86.67,29.45,79.39,28.54,67.79,0,0.3257,0,0.9083,74.17,74.19,25.51
1028,194,19,34.36,80.07,29.82,78.81,28.79,67.92,0,0.325,0,0.9083,74.16,74.18,25.74
1029,194,20,33.64,80.87,29.99,78.53,29.03,68.03,0,0.3244,0,0.9083,74.16,74.18,25.85
1030,194,21,31.13,92.79,29.97,79.53,29.22,68.16,0,0.3237,0,0.9083,74.16,74.17,26.04
1031,194,22,31.91,86.41,30.01,80.03,29.38,68.29,0,0.308,0,0.9083,74.16,74.17,26.19
1032,194,23,31.16,92,30.08,81.14,29.52,68.44,0,0.3136,0,0.9083,74.16,74.17,26.49
1033,195,0,30.49,93.01,29.9,82.08,29.59,68.59,0,0.3229,0,0.9084,74.16,74.17,26.51
1034,195,1,30.76,94.23,29.91,83.04,29.66,68.75,0,0.3355,0,0.916,74.16,74.16,26.72
1035,195,2,29.06,99,29.78,84.27,29.68,68.92,0,0.3522,0,0.9303,74.16,74.16,26.84
1036,195,3,29.59,92.38,29.72,84.39,29.69,69.09,0,0.3693,0,0.9449,74.16,74.16,26.81
1037,195,4,29.17,92.12,29.54,85.14,29.66,69.27,0,0.389,0,0.9627,74.17,74.16,26.78
1038,195,5,29.15,91.41,29.39,85.9,29.61,69.46,0,0.4115,0,0.9833,74.17,74.17,26.78
1039,195,6,30.25,91.28,29.4,85.83,29.56,69.64,0,0.4337,0,1.0035,74.17,74.17,26.78
1040,195,7,30.84,86.87,29.5,85.97,29.55,69.82,0,0.4565,0,1.0241,74.17,74.17,26.9
1041,195,8,32.62,89.64,29.59,86.16,29.56,70,0,0.4801,0,1.0455,74.17,74.17,27.03
1042,195,9,34.85,88.2,26.51,75.26,28.95,70.06,1,0.4787,0,1.0455,74.33,74.18,21.77
1043,195,10,35.16,79.94,25.25,67.48,28.21,70.03,1,0.4774,0,1.0455,74.47,74.21,18.8
1044,195,11,35.32,70.1,24.6,62.7,27.49,69.95,1,0.4761,0,1.0455,74.56,74.25,17.01
1045,195,12,34.66,66.99,24.31,60.18,26.85,69.84,1,0.4748,0,1.0455,74.61,74.3,16.09
1046,195,13,35.9,64.83,24.1,58.43,26.3,69.71,1,0.4734,0,1.0455,74.64,74.35,15.44
1047,195,14,38.02,63.84,24.1,56.98,25.86,69.57,1,0.4721,0,1.0455,74.64,74.4,15.05
1048,195,15,36.71,65.05,24.06,56.55,25.5,69.43,1,0.4721,0,1.0455,74.65,74.44,14.89
1049,195,16,35.39,63.31,24.01,55.9,25.2,69.28,1,0.4721,0,1.0455,74.66,74.48,14.67
1050,195,17,33.02,64.36,24.67,56.57,25.1,69.14,0,0.4721,0,1.0455,74.55,74.49,15.46
1051,195,18,31.81,77.1,25.16,58,25.11,69.01,0,0.4721,0,1.0455,74.48,74.49,16.31
1052,195,19,33.12,70.47,25.74,59.07,25.23,68.9,0,0.4721,0,1.0455,74.41,74.47,17.15
1053,195,20,31.8,77.27,26.07,59.52,25.4,68.8,0,0.4721,0,1.0455,74.37,74.45,17.58
1054,195,21,31.74,79.81,26.4,61.61,25.6,68.72,0,0.4721,0,1.0455,74.34,74.43,18.44
1055,195,22,30.81,84.09,26.62,62.63,25.81,68.65,0,0.4721,0,1.0455,74.32,74.4,18.91
1056,195,23,30.64,90.21,26.83,64.18,26.01,68.6,0,0.4721,0,1.0455,74.3,74.38,19.5
1057,196,0,30.19,95.95,27.01,65.69,26.21,68.57,0,0.4721,0,1.0455,74.28,74.36,20.04
1058,196,1,27.56,99,27.01,67.96,26.37,68.56,0,0.4721,0,1.0455,74.28,74.34,20.6
1059,196,2,28.82,98,27.1,69.39,26.52,68.57,0,0.4721,0,1.0455,74.28,74.33,21.02
1060,196,3,28.33,98,27.02,71.24,26.62,68.6,0,0.4721,0,1.0455,74.28,74.32,21.37
1061,196,4,26.78,98,27.02,72.64,26.7,68.64,0,0.4721,0,1.0455,74.28,74.31,21.69
1062,196,5,25.79,93.52,26.81,74.02,26.72,68.7,0,0.4721,0,1.0455,74.3,74.31,21.8
1063,196,6,27.08,86.61,26.85,75.22,26.75,68.78,0,0.4721,0,1.0455,74.3,74.31,22.1
1064,196,7,28.25,85.11,26.87,76.09,26.77,68.86,0,0.4721,0,1.0455,74.3,74.3,22.3
1065,196,8,29.29,81.7,26.92,76.59,26.8,68.94,0,0.4721,0,1.0455,74.29,74.3,22.45
1066,196,9,30.61,78.51,25.35,69.01,26.51,68.94,1,0.4714,0,1.0455,74.46,74.33,19.25
1067,196,10,30.49,87.24,24.58,64.37,26.12,68.89,1,0.4708,0,1.0455,74.57,74.37,17.41
1068,196,11,31.96,76.82,24.2,61.35,25.74,68.81,1,0.4701,0,1.0455,74.63,74.41,16.3
1069,196,12,32.86,71.75,24.16,59.36,25.42,68.71,1,0.4694,0,1.0455,74.63,74.45,15.75
1070,196,13,32.59,67.46,24.02,57.6,25.14,68.58,1,0.4688,0,1.0455,74.66,74.49,15.14
1071,196,14,31.71,66.58,24.03,56.58,24.92,68.45,1,0.4681,0,1.0455,74.66,74.52,14.87
1072,196,15,31.21,66.19,24.01,55.65,24.74,68.31,1,0.4674,0,1.0455,74.66,74.54,14.6
1073,196,16,32.29,68.01,24.05,55.38,24.6,68.16,1,0.4668,0,1.0455,74.65,74.56,14.56
1074,196,17,31.43,69.84,24.64,56.48,24.61,68.03,0,0.4661,0,1.0455,74.56,74.56,15.41
1075,196,18,31.07,73.23,25.07,57.68,24.7,67.92,0,0.4654,0,1.0455,74.5,74.55,16.14
1076,196,19,29.63,77.17,25.33,58.8,24.83,67.82,0,0.4648,0,1.0455,74.46,74.53,16.69
1077,196,20,27.2,80.32,25.42,60.02,24.94,67.73,0,0.4641,0,1.0455,74.45,74.51,17.1
1078,196,21,27.77,81.06,25.5,61.3,25.06,67.66,0,0.4634,0,1.0455,74.44,74.5,17.51
1079,196,22,27.9,84.15,25.6,62.45,25.16,67.6,0,0.4628,0,1.0455,74.43,74.48,17.9
1080,196,23,27.48,85.96,25.71,63.7,25.27,67.56,0,0.4621,0,1.0455,74.41,74.47,18.32
1081,197,0,27.68,87.4,25.74,65.42,25.37,67.53,0,0.4614,0,1.0455,74.41,74.46,18.77
1082,197,1,28.26,91.83,25.88,66.97,25.47,67.53,0,0.4608,0,1.0455,74.39,74.44,19.28
1083,197,2,27.91,93.01,25.98,68.99,25.57,67.54,0,0.4601,0,1.0455,74.38,74.43,19.85
1084,197,3,28.26,91.51,26.09,70.63,25.68,67.58,0,0.4594,0,1.0455,74.37,74.42,20.34
1085,197,4,28.51,88.33,26.21,71.96,25.78,67.63,0,0.4588,0,1.0455,74.36,74.4,20.76
1086,197,5,29.23,88.46,26.49,73.11,25.93,67.69,0,0.4581,0,1.0455,74.33,74.39,21.28
1087,197,6,31.11,88.28,26.78,74.53,26.1,67.76,0,0.4574,0,1.0455,74.3,74.37,21.87
1088,197,7,31.52,84.6,27.08,75.18,26.29,67.85,0,0.4568,0,1.0455,74.28,74.35,22.31
1089,197,8,32.09,81.91,27.33,75.79,26.5,67.93,0,0.4561,0,1.0455,74.26,74.33,22.68
1090,197,9,32.89,77.35,25.43,67.74,26.29,67.93,1,0.4554,0,1.0455,74.45,74.35,19.03
1091,197,10,33.89,73.43,24.6,63.8,25.95,67.89,1,0.4548,0,1.0455,74.56,74.39,17.29
1092,197,11,34.39,69.21,24.33,60.55,25.62,67.8,1,0.4541,0,1.0455,74.61,74.42,16.21
1093,197,12,33.61,65.75,24.13,58.7,25.33,67.7,1,0.4534,0,1.0455,74.64,74.46,15.54
1094,197,13,33.61,61.73,23.98,57.17,25.06,67.59,1,0.4528,0,1.0455,74.66,74.5,14.98
1095,197,14,35.21,60.11,23.99,56.22,24.84,67.46,1,0.4521,0,1.0455,74.66,74.53,14.73
1096,197,15,35.66,58.57,24.04,56.31,24.68,67.34,1,0.4514,0,1.0455,74.65,74.55,14.8
1097,197,16,36.58,60.83,23.99,56.17,24.54,67.21,1,0.4508,0,1.0455,74.66,74.57,14.72
1098,197,17,35.51,59.85,24.88,56.22,24.61,67.09,0,0.4501,0,1.0455,74.52,74.56,15.57
1099,197,18,36.3,68.43,25.72,56.89,24.83,66.98,0,0.4494,0,1.0455,74.41,74.53,16.53
1100,197,19,34.63,74.14,26.31,58.55,25.13,66.88,0,0.4488,0,1.0455,74.35,74.49,17.54
1101,197,20,33.9,74.77,26.88,59.5,25.48,66.8,0,0.4481,0,1.0455,74.29,74.44,18.33
1102,197,21,35.45,77.2,27.55,60.39,25.89,66.73,0,0.4474,0,1.0455,74.24,74.39,19.19
1103,197,22,34.56,84.85,28.06,62,26.33,66.68,0,0.4467,0,1.0455,74.21,74.35,20.1
1104,197,23,32.46,86,28.29,63.08,26.72,66.64,0,0.4461,0,1.0455,74.2,74.31,20.59
1105,198,0,31.57,88.54,28.42,64.71,27.06,66.62,0,0.4454,0,1.0455,74.2,74.28,21.14
1106,198,1,30.48,91.8,28.46,66.93,27.34,66.62,0,0.4447,0,1.0455,74.19,74.26,21.72
1107,198,2,28.52,95.27,28.35,68.67,27.54,66.64,0,0.4441,0,1.0455,74.2,74.24,22.03
1108,198,3,29.71,95.97,28.43,70.84,27.72,66.69,0,0.4434,0,1.0455,74.2,74.23,22.63
1109,198,4,28.61,98,28.34,72.91,27.84,66.76,0,0.4427,0,1.0455,74.2,74.23,23.02
1110,198,5,28.77,96.41,28.31,74.22,27.94,66.84,0,0.4421,0,1.0455,74.2,74.22,23.28
1111,198,6,29.25,95.92,28.21,75.72,27.99,66.94,0,0.4414,0,1.0455,74.21,74.22,23.52
1112,198,7,31.77,89.32,28.29,77.18,28.05,67.05,0,0.4407,0,1.0455,74.2,74.21,23.91
1113,198,8,31.89,82.62,28.49,77.13,28.14,67.16,0,0.4401,0,1.0455,74.19,74.21,24.09
1114,198,9,33.02,78.51,25.99,69.66,27.71,67.19,1,0.4394,0,1.0455,74.38,74.23,20.01
1115,198,10,33.64,81.67,24.84,64.35,27.14,67.16,1,0.4387,0,1.0455,74.53,74.27,17.65
1116,198,11,33.09,78.66,24.4,60.95,26.59,67.09,1,0.4381,0,1.0455,74.59,74.32,16.38
1117,198,12,32,85.71,24.27,58.7,26.13,67,1,0.4374,0,1.0455,74.61,74.37,15.67
1118,198,13,33.37,71.2,24.02,57.58,25.71,66.89,1,0.4367,0,1.0455,74.66,74.41,15.14
1119,198,14,33.65,70.16,23.94,56.74,25.35,66.78,1,0.4361,0,1.0455,74.67,74.46,14.84
1120,198,15,35.5,71.2,24.01,56.29,25.08,66.66,1,0.4354,0,1.0455,74.66,74.49,14.77
1121,198,16,36.23,71.83,23.98,55.59,24.86,66.54,1,0.4347,0,1.0455,74.66,74.52,14.55
1122,198,17,35.13,75.89,24.8,56.68,24.85,66.43,0,0.4341,0,1.0455,74.53,74.53,15.62
1123,198,18,32.97,75.8,25.35,58.16,24.95,66.34,0,0.4334,0,1.0455,74.46,74.51,16.53
1124,198,19,33.8,78.77,25.92,59.65,25.14,66.27,0,0.4327,0,1.0455,74.39,74.49,17.47
1125,198,20,33.3,80.35,26.43,60.82,25.4,66.21,0,0.4321,0,1.0455,74.34,74.45,18.26
1126,198,21,33.88,84.19,26.9,62.62,25.7,66.17,0,0.4314,0,1.0455,74.29,74.41,19.16
1127,198,22,32.13,90.6,27.22,64.04,26,66.14,0,0.4307,0,1.0455,74.27,74.38,19.83
